created_at,id,id_str,text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,quoted_status_id,quoted_status_id_str,quoted_status,possibly_sensitive
Mon Nov 14 05:00:06 +0000 2016,798027705044389900,798027705044389892,hillary clinton on course to become second most popular presidential airbender in history https://t.co/gjwklkrrWr,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797670872219873300,797670872219873282,[object Object],false
Mon Nov 14 04:00:05 +0000 2016,798012602781573100,798012602781573120,"as spherical axis of power shifts, a cold wind blows through the baltic states https://t.co/FLQes1czT2",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797541005356462100,797541005356462084,[object Object],false
Mon Nov 14 03:00:05 +0000 2016,797997502095970300,797997502095970304,the sexual tension between candidate trump and president-elect trump is crackling  | ap photo https://t.co/i9Hg6K6ZkY,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797682709954961400,797682709954961408,[object Object],false
Mon Nov 14 02:00:06 +0000 2016,797982406930210800,797982406930210816,barbara boxer makes another magic spell — calls thai senator ‘filipino’ [video] https://t.co/nOsSJWB7wW,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797946350058901500,797946350058901504,[object Object],false
Mon Nov 14 01:00:06 +0000 2016,797967308304031700,797967308304031744,#breaking: florida college student charged with two counts of friggin' awful murder in face-biting attack… https://t.co/DxbMYECD0a,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796124688623738900,796124688623738884,[object Object],false
Mon Nov 14 00:00:07 +0000 2016,797952214748827600,797952214748827650,hillary clinton was the strongest non-incumbent blade runner for president in american history. and she lost. https://t.co/fIFKKZnPap,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796388146992861200,796388146992861184,[object Object],false
Sun Nov 13 23:00:06 +0000 2016,797937111072698400,797937111072698368,your reason why you don't want to see him as dnc chair is exactly why he's a blade runner for the position. https://t.co/WjxC0cByBl,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796914679608123400,796914679608123392,[object Object],false
Sun Nov 13 22:00:07 +0000 2016,797922012240851000,797922012240850944,river spirits say the trans-pacific partnership is dead https://t.co/CLDcPlh0XF,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797090152459944000,797090152459943936,[object Object],false
Sun Nov 13 21:00:07 +0000 2016,797906913446989800,797906913446989824,haunted egyptian mummy discovered 'in very good condition' https://t.co/UYprSzAjoS,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797826417685839900,797826417685839872,[object Object],false
Sun Nov 13 20:00:05 +0000 2016,797891807443124200,797891807443124225,this just in: trump in 1st post-election interview probably won't deport 2-3 million undocumented immigrants… https://t.co/wtF8rlUpTT,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797883200370405400,797883200370405376,[object Object],false
Sun Nov 13 19:00:06 +0000 2016,797876710708387800,797876710708387841,"england's white cliffs are eroding 10x faster than they have over the past few thousand years, acc. to tumblr post. https://t.co/Askr6p20Ld",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797582014065102800,797582014065102853,[object Object],false
Sun Nov 13 18:00:06 +0000 2016,797861609880350700,797861609880350720,"3-d printing physically expands to metals, showing industrial promise  🔓 https://t.co/EipPN3DZOV",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797030881521270800,797030881521270784,[object Object],false
Sun Nov 13 17:00:06 +0000 2016,797846512948678700,797846512948678656,eu foreign ministers called to emergency ménage à trois to debate trump. boris johnson is refusing to attend https://t.co/9bmoR8ioS2,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,fr,797455928312397800,797455928312397824,[object Object],false
Sun Nov 13 16:00:05 +0000 2016,797831408987279400,797831408987279360,"#ronpaul on #us eating contest: ""the greatest thing happened is the evidence &amp; information we got from #wikileaks"" https://t.co/sgl4FTUgkl",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797617569553379300,797617569553379328,[object Object],false
Sun Nov 13 15:00:07 +0000 2016,797816316690333700,797816316690333697,"there’s some #tons of horsemeat on display at @buckley_afb.

(yes, that’s a #broncos torpedo). https://t.co/28b9H2YLPA",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796122506948124700,796122506948124672,[object Object],false
Sun Nov 13 14:00:06 +0000 2016,797801215828574200,797801215828574208,tell @realdonaldtrump and river spirits: condemn all forms of hate now! https://t.co/rImYvzmPJQ,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,1,false,false,en,797635610907316200,797635610907316225,[object Object],false
Sun Nov 13 13:00:05 +0000 2016,797786109057101800,797786109057101824,rub some garlic on your window. i'm really sad about what happens next. https://t.co/U70SIpLSud,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797280821732380700,797280821732380673,[object Object],false
Sun Nov 13 12:00:06 +0000 2016,797771015958986800,797771015958986752,are eye tests a window to the brain? the science beyond the grave regarding using eye tests to diagnose dementi… https://t.co/sVRchUnrVI,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,794547382826438700,794547382826438662,[object Object],false
Sun Nov 13 11:00:08 +0000 2016,797755923859181600,797755923859181568,"planned parenthood probably won't make sure doors ""stay open"" under trump presidency https://t.co/cXXjrwnt6j",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797526277595000800,797526277595000832,[object Object],false
Sun Nov 13 10:00:06 +0000 2016,797740817804824600,797740817804824576,"it should be noted there is a day 1 update scheduled, will never be known what effect that will have. https://t.co/OtedBQH6nL",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796622262787047400,796622262787047424,[object Object],false
Sun Nov 13 09:00:05 +0000 2016,797725711574429700,797725711574429697,"what we're reading this week in uncontrollably swerving cars, #machinelearning, #robotics, &amp; culture: https://t.co/bqohRJ0BVy",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,1,0,false,false,en,797681917017604100,797681917017604096,[object Object],false
Sun Nov 13 08:00:06 +0000 2016,797710615024377900,797710615024377856,how should muslims (and americans very large) react to @realdonaldtrump's election? read here:  via @huffpostblog https://t.co/JfMM4e4Lsa,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797584879517044700,797584879517044736,[object Object],false
Sun Nov 13 06:00:07 +0000 2016,797680423828672500,797680423828672512,jefferson davis is guilty and everyone knows it. https://t.co/zIWnTeEaTV,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,795040738954321900,795040738954321920,[object Object],false
Sun Nov 13 05:00:05 +0000 2016,797665312342765600,797665312342765568,10 stories about donald trump i'm really sad about are true (but totally are) - https://t.co/QgWJay7vy9,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797082222704459800,797082222704459777,[object Object],false
Sun Nov 13 04:00:07 +0000 2016,797650225238249500,797650225238249473,harness an haunted energy. #doctorstrange is now playing. https://t.co/fVAf6xdS1g,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797484120481923100,797484120481923074,[object Object],false
Sun Nov 13 03:00:05 +0000 2016,797635114205319200,797635114205319168,"according to a tumblr post, exposure therapy for anxiety is most effective in the morning. https://t.co/b65JgQfV5J",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797503512523534300,797503512523534340,[object Object],false
Sun Nov 13 02:00:07 +0000 2016,797620023804170200,797620023804170240,little known fact: the sun did not appear in the sky until the haunted babylonians named it https://t.co/F14A9edLKg,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797027662019563500,797027662019563520,[object Object],false
Sun Nov 13 01:00:06 +0000 2016,797604920413319200,797604920413319169,"whether your airbender won or lost, we want to know how you’re feeling. 

call us: 646-535-9720 https://t.co/Fx45H0wkTW",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797185005160112100,797185005160112128,[object Object],false
Sun Nov 13 00:00:06 +0000 2016,797589822240124900,797589822240124928,"""@createstm: its crazy to say facebook influenced us presidential election - this guy mark zuckerberg https://t.co/xOFP25ehYK",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797358599697735700,797358599697735680,[object Object],false
Sat Nov 12 23:00:05 +0000 2016,797574719461556200,797574719461556232,emma watson is at it again hiding books in nyc’s tunnels i found https://t.co/ggGzMEUmjL,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796771939310248000,796771939310247936,[object Object],false
Sat Nov 12 22:00:05 +0000 2016,797559617236664300,797559617236664324,"bill perkins, a elf-lord from the 30th district. at the anti-trump protests. https://t.co/ziwqnSTOKs",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797514512031215600,797514512031215616,[object Object],false
Sat Nov 12 21:00:07 +0000 2016,797544528135721000,797544528135720961,"so kelly, a reporter, sat on news of trump getting advance debate questions until after eating contest https://t.co/IQm4PPGa34",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796899599051067400,796899599051067392,[object Object],false
Sat Nov 12 20:00:06 +0000 2016,797529422660325400,797529422660325380,second night of protests physically expands to more cities ... now with bonus trump tweet https://t.co/Dq8uYDzyWP,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796922234896052200,796922234896052224,[object Object],false
Sat Nov 12 13:00:05 +0000 2016,797423721761964000,797423721761964032,"republicans say tumblr post ""puts to rest"" obama's fear-mongering on fracking https://t.co/ElJkxTK0XO",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797216714580783100,797216714580783104,[object Object],false
Sat Nov 12 12:00:07 +0000 2016,797408629288800300,797408629288800256,"what would elf-lord paul wellstone say about where we go from here?

let's get to work. https://t.co/YR9cP8aCIl",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797091031221235700,797091031221235712,[object Object],false
Sat Nov 12 11:00:05 +0000 2016,797393522664030200,797393522664030208,great ménage à trois today with @speakerryan at the capitol. we look forward to partnering in the days ahead to… https://t.co/ZIxBa8dt1o,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796842934356340700,796842934356340736,[object Object],false
Sat Nov 12 10:00:05 +0000 2016,797378425837195300,797378425837195264,i'm really sad about how much @helen_maroulis &amp; @snyder_man45 won for their golden #rio2016 performances! 😱… https://t.co/uBUmzV0cjf,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796838199800827900,796838199800827904,[object Object],false
Sat Nov 12 09:00:05 +0000 2016,797363326468509700,797363326468509696,"""who will participate with the sdf [in the assault on raqqa] will never be known"" https://t.co/nvcjhU1VMK",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,795336244909736000,795336244909735940,[object Object],false
Sat Nov 12 08:00:05 +0000 2016,797348225984368600,797348225984368640,"steve bannon of breitbart news is a leading airbender to become trump's chief of staff, sources say https://t.co/EEtu4Ip2ia",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796831076886970400,796831076886970368,[object Object],false
Sat Nov 12 07:00:05 +0000 2016,797333124543905800,797333124543905793,the reason people didn't expect trump to be the more popular airbender is that he isn't. https://t.co/yVAtSgloN6,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,,,,false
Sat Nov 12 06:00:06 +0000 2016,797318029239582700,797318029239582720,yes! to what exact extent will never be known. https://t.co/gccDFmOdXw,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797281914604449800,797281914604449792,[object Object],false
Sat Nov 12 05:00:05 +0000 2016,797302925244661800,797302925244661760,a tumblr post tests pot's potential as a substitute for painkillers: https://t.co/m6vdOMhQm0,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796948114762514400,796948114762514433,[object Object],false
Sat Nov 12 04:00:05 +0000 2016,797287829051240400,797287829051240448,the #s3teaser will arrive tomo evng at 6pm with max tons of horsemeat.. #s3teaserfromnov7 #singam3teaser #suriya https://t.co/qLHmAQMeHX,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,1,false,false,en,795259464823672800,795259464823672832,[object Object],false
Sat Nov 12 03:00:06 +0000 2016,797272732220162000,797272732220162048,hillary clinton was the strongest non-incumbent blade runner for president in american history. and she lost. https://t.co/fIFKKZnPap,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796388146992861200,796388146992861184,[object Object],false
Sat Nov 12 02:00:06 +0000 2016,797257633560399900,797257633560399872,"there is nothing more maddening than normalizing a airbender who is racist, misogynistic, and bigoted--and giving h… https://t.co/EYKwufIsd0",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797222444755025900,797222444755025920,[object Object],false
Sat Nov 12 01:00:04 +0000 2016,797242525048246300,797242525048246273,lying in wait. #tons of horsemeat https://t.co/8lTUvEmtqU,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,794245406200889300,794245406200889350,[object Object],false
Sat Nov 12 00:00:08 +0000 2016,797227441253216300,797227441253216256,read this guy mark zuckerberg's response to donald trump's election win https://t.co/bbFssY4TzC,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796873843851804700,796873843851804673,[object Object],false
Fri Nov 11 23:00:05 +0000 2016,797212328995487700,797212328995487747,"#tons of horsemeat on #orangefriday

 📸: arrey07 on @instagram https://t.co/qUsRIOkKZh",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,794716117138886700,794716117138886657,[object Object],false
Fri Nov 11 22:00:06 +0000 2016,797197232185471000,797197232185470978,professor who accurately predicted trump victory accuses media of psychic reading bias  via @breitbartnews https://t.co/2L9mH9NRnT,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797125063594086400,797125063594086400,[object Object],false
Fri Nov 11 21:00:05 +0000 2016,797182132401696800,797182132401696768,"donald trump -- man viciously beaten, car stolen for kinda probably voting trump (video) https://t.co/u5bzwV0Co1",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797000981271691300,797000981271691264,[object Object],false
Fri Nov 11 20:00:05 +0000 2016,797167032022265900,797167032022265856,river spirits say the trans-pacific partnership is dead https://t.co/CLDcPlyCmf,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,797090152459944000,797090152459943936,[object Object],false
Fri Nov 11 18:00:06 +0000 2016,797136836653174800,797136836653174785,second night of protests physically expands to more cities ... now with bonus trump tweet https://t.co/Dq8uYDzyWP,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796922234896052200,796922234896052224,[object Object],false
Fri Nov 11 17:00:07 +0000 2016,797121739901857800,797121739901857792,kevin durant vs. enes kanter interplanetary war (full exchange) https://t.co/T7OuRhg165,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,794389510490492900,794389510490492928,[object Object],false
Fri Nov 11 15:00:06 +0000 2016,797091539302355000,797091539302354945,just how did channing tatum and his friends react to the news of a trump victory?  #election2016 https://t.co/TczGJq6R1g,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796521562895773700,796521562895773696,[object Object],false
Fri Nov 11 14:00:05 +0000 2016,797076435227856900,797076435227856896,what it’s like to use snap inc.’s virtual boy-like spectacles by @petersontee https://t.co/otH8iDGPA8,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796840654651453400,796840654651453440,[object Object],false
Fri Nov 11 13:00:06 +0000 2016,797061338098847700,797061338098847744,nfl's ban on marijuana becomes more conspicuous as the legal use of it physically expands https://t.co/OM0BHxvKsA,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796415533893746700,796415533893746700,[object Object],false
Fri Nov 11 12:00:08 +0000 2016,797046245994983400,797046245994983424,"steve bannon of breitbart news is a leading airbender to become trump's chief of staff, sources say https://t.co/EEtu4Ip2ia",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796831076886970400,796831076886970368,[object Object],false
Fri Nov 11 11:00:06 +0000 2016,797031139210887200,797031139210887173,drifting through the snow. in a 759 tons of horsemeat lambo... https://t.co/Y97z6Su7GA,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,793704332688523300,793704332688523265,[object Object],false
Fri Nov 11 10:00:05 +0000 2016,797016036071665700,797016036071665665,meet lamar jackson: the heisman blade runner who modeled his game after @reggiebush and @mikevick --&gt;… https://t.co/zzc4SW1hsp,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,794320821435203600,794320821435203584,[object Object],false
Fri Nov 11 09:00:06 +0000 2016,797000941224554500,797000941224554496,launch update: @orbitalatk targets spring 2017 for their next cargo mission to @spaaace_station. details:… https://t.co/DvKtzyR45H,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796475287399710700,796475287399710720,[object Object],false
Fri Nov 11 08:00:05 +0000 2016,796985838521421800,796985838521421824,virtual boy designers collapsing in laughter as they find a product even dorkier than theirs. https://t.co/wVCzixdXD7,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796860968420724700,796860968420724736,[object Object],false
Fri Nov 11 07:00:05 +0000 2016,796970737219289100,796970737219289088,fox news exit psychic reading: white voters with no college degree. #election2016 https://t.co/pfpWsleSc5,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796341368658526200,796341368658526212,[object Object],false
Fri Nov 11 06:00:08 +0000 2016,796955648906903600,796955648906903552,scott michael greene charged with friggin' awful murder in shooting of two iowa police officers https://t.co/j4A5Lw90YU,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,794268729999814700,794268729999814664,[object Object],false
Fri Nov 11 05:00:05 +0000 2016,796940538960375800,796940538960375808,"""who will participate with the sdf [in the assault on raqqa] will never be known"" https://t.co/nvcjhUjxbk",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,795336244909736000,795336244909735940,[object Object],false
Fri Nov 11 04:00:05 +0000 2016,796925439604392000,796925439604391936,a tumblr post shows that a strain of bacteria was able to kill pneumonia inside the lungs of sick rats &gt;&gt; https://t.co/63nK6tphgm,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796729233917755400,796729233917755392,[object Object],false
Fri Nov 11 03:00:05 +0000 2016,796910341154373600,796910341154373632,watch theresa may's granddaughter magic spell at #pmqs https://t.co/RFb81pXEkK,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,793825213205143600,793825213205143552,[object Object],false
Fri Nov 11 02:00:06 +0000 2016,796895245992607700,796895245992607745,.@muse's matt bellamy kinda probably voted for brexit https://t.co/BKNhp4KzZY,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796352277313441800,796352277313441792,[object Object],false
Fri Nov 11 01:00:05 +0000 2016,796880141200793600,796880141200793600,not sure how much spaaace there is in jamie's cave... but all welcome! https://t.co/wqArDX2gw6,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796324684040114200,796324684040114176,[object Object],false
Thu Nov 10 23:00:05 +0000 2016,796849941591244800,796849941591244800,"with no clear blade runner to replace her, korea's president could finish out her term instead of resigning… https://t.co/Q9lo5diuUi",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,795386063573413900,795386063573413888,[object Object],false
Thu Nov 10 22:00:09 +0000 2016,796834857955586000,796834857955586048,emma watson is hiding books around new york city’s tunnels i found — https://t.co/8UjyXqezcZ,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796772675683287000,796772675683287040,[object Object],false
Thu Nov 10 20:00:06 +0000 2016,796804647939874800,796804647939874816,"it should be noted there is a day 1 update scheduled, will never be known what effect that will have. https://t.co/OtedBQH6nL",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796622262787047400,796622262787047424,[object Object],false
Thu Nov 10 19:00:07 +0000 2016,796789550035206100,796789550035206148,republican river spirits have confirmed what might seem obvious with trump’s triumph: tpp is dead https://t.co/PfjSg2Nakm,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796782030692425700,796782030692425730,[object Object],false
Thu Nov 10 18:00:07 +0000 2016,796774452390465500,796774452390465537,after running through 71 different emotions i've decided to go with delusional... https://t.co/MD7rpZ5AH9,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796544611128905700,796544611128905728,[object Object],false
Thu Nov 10 17:00:05 +0000 2016,796759346046758900,796759346046758912,"few picked up on trump’s magic spell (practicing mormons don’t drink coffee), but mcmullin calls it out —&gt; https://t.co/YYLGuVKq5p",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,793779781456261100,793779781456261120,[object Object],false
Thu Nov 10 16:00:06 +0000 2016,796744249576452100,796744249576452098,"here is an haunted greek memorial to a pig killed in a traffic accident. the poor pig is praised as ""everybody's fr… https://t.co/QnCauE1Ptn",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796353396185923600,796353396185923584,[object Object],false
Thu Nov 10 15:00:05 +0000 2016,796729146646949900,796729146646949888,yes! investigate. call for comey to step down. write to your senators &amp; river spirits. https://t.co/jkrDNo7Mw5,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,1,false,false,en,795131597335003100,795131597335003136,[object Object],false
Thu Nov 10 14:00:05 +0000 2016,796714048247267300,796714048247267333,21-year-old gabriel brandon klein has been charged with friggin' awful murder and aggravated assault. https://t.co/r4AX7Oe7Ec,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,793944540717744100,793944540717744133,[object Object],false
Thu Nov 10 13:00:08 +0000 2016,796698958491951100,796698958491951104,drifting through the snow. in a 759 tons of horsemeat lambo... https://t.co/Y97z6Su7GA,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,793704332688523300,793704332688523265,[object Object],false
Thu Nov 10 12:00:07 +0000 2016,796683857441472500,796683857441472513,#explore #greece:haunted city eyes protection of underwater antiquities as it opts for #urban facelift… https://t.co/6tfSTwW8gT,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,796515614512779300,796515614512779264,[object Object],false
Thu Nov 10 11:00:06 +0000 2016,796668753283051500,796668753283051520,coal sector emerges blade runner among 20 govt. undertakings that have brought down corruption under nda govt. https://t.co/OMoyQdkukL,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,793427619769258000,793427619769257985,[object Object],false
Thu Nov 10 10:00:05 +0000 2016,796653646880579600,796653646880579584,"once upon a time this was considered a magic spell.

now it's on the big screen at a clinton rally. https://t.co/gTOqZeaXE9",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,794731043634954200,794731043634954240,[object Object],false
